% Model,solenoidCoil.mph
% Version,COMSOL 5.5.0.359
% Date,"Oct 25 2020, 11:07"
% Dimension,2
% Nodes,40000
% Expressions,1
% Description,"磁束密度, z 成分"
% Length unit,m
% R,Z,mf.Bz (T) @ t=1
1.1250000000000001E-4,-0.046499999999999986,0.1547920574208741
1.1250000000000001E-4,-0.0455,0.12796658768087132
1.1250000000000001E-4,-0.044499999999999984,0.10431782235473142
1.1250000000000001E-4,-0.043500000000000004,0.0847878513336664
1.1250000000000001E-4,-0.0425,0.06782244202204679
1.1250000000000001E-4,-0.0415,0.05390480587055979
1.1250000000000001E-4,-0.0405,0.04259904930275482
1.1250000000000001E-4,-0.0395,0.03318795386165452
1.1250000000000001E-4,-0.0385,0.0257271870122604
1.1250000000000001E-4,-0.0375,0.019791163411606805
1.1250000000000001E-4,-0.0365,0.014874902668202017
1.1250000000000001E-4,-0.0355,0.01117177146842474
1.1250000000000001E-4,-0.034499999999999996,0.008134042834083255
1.1250000000000001E-4,-0.033499999999999995,0.005758040234224326
1.1250000000000001E-4,-0.032499999999999994,0.003942077135667521
1.1250000000000001E-4,-0.03149999999999999,0.002459142027291472
1.1250000000000001E-4,-0.030500000000000013,0.0013355216496748756
1.1250000000000001E-4,-0.0295,4.6442152386094726E-4
1.1250000000000001E-4,-0.02850000000000001,-2.522043137243024E-4
1.1250000000000001E-4,-0.027499999999999997,-7.79882920867836E-4
1.1250000000000001E-4,-0.02650000000000001,-0.001206854038084959
1.1250000000000001E-4,-0.025499999999999995,-0.0015388347627958154
1.1250000000000001E-4,-0.0245,-0.0017870405968194447
1.1250000000000001E-4,-0.023499999999999993,-0.0019948128571254387
1.1250000000000001E-4,-0.0225,-0.0021494923018419154
1.1250000000000001E-4,-0.02149999999999999,-0.002269115552422818
1.1250000000000001E-4,-0.020499999999999997,-0.002367716336816983
1.1250000000000001E-4,-0.01949999999999999,-0.0024406862791201966
1.1250000000000001E-4,-0.018499999999999996,-0.002499742123843518
1.1250000000000001E-4,-0.017499999999999995,-0.002545908595195101
1.1250000000000001E-4,-0.016499999999999994,-0.002581088767103168
1.1250000000000001E-4,-0.015499999999999993,-0.002610386457890579
1.1250000000000001E-4,-0.014499999999999992,-0.002632805793949977
1.1250000000000001E-4,-0.013499999999999991,-0.0026503247253288897
1.1250000000000001E-4,-0.01249999999999999,-0.0026648584581170365
1.1250000000000001E-4,-0.01149999999999999,-0.002675814735417781
1.1250000000000001E-4,-0.010499999999999989,-0.002684786133208217
1.1250000000000001E-4,-0.009499999999999988,-0.002691947058356625
1.1250000000000001E-4,-0.008499999999999987,-0.002697426315657392
1.1250000000000001E-4,-0.007499999999999986,-0.0027020634862278126
1.1250000000000001E-4,-0.006499999999999985,-0.002705595793308202
1.1250000000000001E-4,-0.005500000000000005,-0.0027083418176914176
1.1250000000000001E-4,-0.00449999999999999,-0.002710574201093774
1.1250000000000001E-4,-0.003500000000000003,-0.0027121635204867545
1.1250000000000001E-4,-0.0024999999999999883,-0.0027133506337804203
1.1250000000000001E-4,-0.0015000000000000013,-0.0027141226065019453
1.1250000000000001E-4,-4.999999999999866E-4,-0.0027144318454193073
1.1250000000000001E-4,4.999999999999935E-4,-0.002714492710741645
1.1250000000000001E-4,0.0014999999999999944,-0.0027141126748371214
1.1250000000000001E-4,0.0024999999999999953,-0.002713339539366144
1.1250000000000001E-4,0.003499999999999996,-0.002712213844543676
1.1250000000000001E-4,0.004499999999999997,-0.0027105298567704494
1.1250000000000001E-4,0.005499999999999998,-0.0027083921453776583
1.1250000000000001E-4,0.006499999999999999,-0.0027056104075153797
1.1250000000000001E-4,0.0075,-0.0027018782683696507
1.1250000000000001E-4,0.0085,-0.0026975468536027947
1.1250000000000001E-4,0.009500000000000001,-0.0026918448984674104
1.1250000000000001E-4,0.010500000000000002,-0.0026846895591630116
1.1250000000000001E-4,0.011500000000000003,-0.002675872623383091
1.1250000000000001E-4,0.012500000000000004,-0.0026643908715844322
1.1250000000000001E-4,0.013500000000000005,-0.0026505512851735524
1.1250000000000001E-4,0.014500000000000006,-0.002632930094054853
1.1250000000000001E-4,0.015500000000000007,-0.0026094909571177105
1.1250000000000001E-4,0.016500000000000008,-0.002582179059707368
1.1250000000000001E-4,0.01750000000000001,-0.002545889306099003
1.1250000000000001E-4,0.01850000000000001,-0.002499778963363841
1.1250000000000001E-4,0.01950000000000001,-0.0024418989521479695
1.1250000000000001E-4,0.02050000000000001,-0.0023651285292967117
1.1250000000000001E-4,0.02150000000000002,-0.0022704489738170075
1.1250000000000001E-4,0.02250000000000002,-0.002148419724342876
1.1250000000000001E-4,0.02350000000000002,-0.0019865184582945616
1.1250000000000001E-4,0.024500000000000022,-0.001792948616230472
1.1250000000000001E-4,0.025499999999999995,-0.0015338877950128449
1.1250000000000001E-4,0.026499999999999996,-0.0012039599487847497
1.1250000000000001E-4,0.027499999999999997,-7.845325370507972E-4
1.1250000000000001E-4,0.028499999999999998,-2.3586137723352607E-4
1.1250000000000001E-4,0.029500000000000012,4.499717618741128E-4
1.1250000000000001E-4,0.030500000000000013,0.0013278882015579363
1.1250000000000001E-4,0.031500000000000014,0.0025164175733652927
1.1250000000000001E-4,0.032500000000000015,0.003913159557772827
1.1250000000000001E-4,0.033500000000000016,0.005772299565865335
1.1250000000000001E-4,0.03450000000000002,0.008149363132493037
1.1250000000000001E-4,0.03550000000000002,0.011099188619791311
1.1250000000000001E-4,0.03650000000000002,0.014968730994074475
1.1250000000000001E-4,0.03750000000000002,0.019710877980951835
1.1250000000000001E-4,0.03850000000000002,0.02565383869431992
1.1250000000000001E-4,0.03950000000000002,0.03343059225164524
1.1250000000000001E-4,0.04050000000000002,0.042432408124170595
1.1250000000000001E-4,0.04150000000000002,0.053875106180894194
1.1250000000000001E-4,0.042500000000000024,0.06788028502281318
1.1250000000000001E-4,0.043500000000000025,0.08446960978186013
1.1250000000000001E-4,0.044500000000000026,0.10467430571064296
1.1250000000000001E-4,0.04550000000000003,0.12792551777732664
1.1250000000000001E-4,0.04650000000000003,0.15470324602894925
1.1250000000000001E-4,0.04750000000000003,0.18562852299777166
1.1250000000000001E-4,0.04850000000000003,0.21920454008843204
1.1250000000000001E-4,0.04950000000000003,0.2562643586111244
1.1250000000000001E-4,0.0505,0.29592644965397286
1.1250000000000001E-4,0.051500000000000004,0.33734078533255285
1.1250000000000001E-4,0.052500000000000005,0.3799291542898946
1.1250000000000001E-4,0.053500000000000006,0.42284920262678516
1.1250000000000001E-4,0.05450000000000001,0.46520800481767144
1.1250000000000001E-4,0.05550000000000001,0.5063096529437578
1.1250000000000001E-4,0.05650000000000001,0.5460946189020703
1.1250000000000001E-4,0.05750000000000001,0.5835970997980201
1.1250000000000001E-4,0.05850000000000001,0.6186774980522164
1.1250000000000001E-4,0.05950000000000001,0.6513402477900158
1.1250000000000001E-4,0.06050000000000001,0.681255142848644
1.1250000000000001E-4,0.06150000000000001,0.7086573774666696
1.1250000000000001E-4,0.06250000000000001,0.7338791481705818
1.1250000000000001E-4,0.06350000000000001,0.7564182226605638
1.1250000000000001E-4,0.06450000000000002,0.7771159629153233
1.1250000000000001E-4,0.06550000000000002,0.7957542417554662
1.1250000000000001E-4,0.06650000000000002,0.8124950023301758
1.1250000000000001E-4,0.06750000000000002,0.8277270425379251
1.1250000000000001E-4,0.06850000000000002,0.8413552955282901
1.1250000000000001E-4,0.06950000000000002,0.8536739734449779
1.1250000000000001E-4,0.07050000000000002,0.8649552631585992
1.1250000000000001E-4,0.07150000000000002,0.8749775376565769
1.1250000000000001E-4,0.07250000000000002,0.8842236601998867
1.1250000000000001E-4,0.07350000000000002,0.892527663916199
1.1250000000000001E-4,0.07450000000000002,0.9000519492124743
1.1250000000000001E-4,0.0755,0.9069296629665433
1.1250000000000001E-4,0.0765,0.913156727167312
1.1250000000000001E-4,0.0775,0.9188644489741212
1.1250000000000001E-4,0.0785,0.9240639735042134
1.1250000000000001E-4,0.0795,0.9288412060972977
1.1250000000000001E-4,0.0805,0.9332094091389536
1.1250000000000001E-4,0.0815,0.9372355311976961
1.1250000000000001E-4,0.0825,0.9409289597488045
1.1250000000000001E-4,0.0835,0.9443438149707725
1.1250000000000001E-4,0.0845,0.9474867468726946
1.1250000000000001E-4,0.0855,0.9504024206975038
1.1250000000000001E-4,0.08650000000000001,0.9530929686528065
1.1250000000000001E-4,0.08750000000000001,0.9555966387502492
1.1250000000000001E-4,0.08850000000000001,0.9579143734055222
1.1250000000000001E-4,0.08950000000000001,0.9600796851688653
1.1250000000000001E-4,0.09050000000000001,0.9620898399172086
1.1250000000000001E-4,0.09150000000000001,0.9639643699837113
1.1250000000000001E-4,0.09250000000000001,0.9657219579532783
1.1250000000000001E-4,0.09350000000000001,0.9673708543716589
1.1250000000000001E-4,0.09450000000000001,0.9689098668571654
1.1250000000000001E-4,0.09550000000000002,0.9703271129852178
1.1250000000000001E-4,0.09650000000000002,0.9717133059743247
1.1250000000000001E-4,0.09750000000000002,-0.006423517009879195
1.1250000000000001E-4,0.09850000000000002,-5.100806302015001E-4
1.1250000000000001E-4,0.09950000000000002,-1.178321397152617E-5
3.375E-4,-0.0995,-1.178332271032585E-5
3.375E-4,-0.0985,-5.101162463716451E-4
3.375E-4,-0.0975,-0.006425683364310879
3.375E-4,-0.0965,0.9716855930581099
3.375E-4,-0.0955,0.97031283900049
3.375E-4,-0.0945,0.9688727438594458
3.375E-4,-0.0935,0.9673313200434088
3.375E-4,-0.0925,0.9656842549652488
3.375E-4,-0.0915,0.9639293626981332
3.375E-4,-0.0905,0.9620448474735832
3.375E-4,-0.0895,0.9600312819563037
3.375E-4,-0.0885,0.9578628690217411
3.375E-4,-0.0875,0.9555391385073317
3.375E-4,-0.0865,0.953029887465979
3.375E-4,-0.08549999999999999,0.950332183529489
3.375E-4,-0.08449999999999999,0.9474107060655063
3.375E-4,-0.08349999999999999,0.9442598733954501
3.375E-4,-0.08249999999999999,0.9408373985763885
3.375E-4,-0.08149999999999999,0.9371340520804479
3.375E-4,-0.08049999999999999,0.9330989747204007
3.375E-4,-0.07949999999999999,0.9287181649952148
3.375E-4,-0.07849999999999999,0.9239293594894765
3.375E-4,-0.07749999999999999,0.9187131394198407
3.375E-4,-0.07650000000000001,0.9129916087660213
3.375E-4,-0.0755,0.9067422667369711
3.375E-4,-0.07450000000000001,0.8998570166215064
3.375E-4,-0.0735,0.8923311253768847
3.375E-4,-0.07250000000000001,0.8839798989954099
3.375E-4,-0.07150000000000001,0.8748860369309639
3.375E-4,-0.07050000000000001,0.8646774855103816
3.375E-4,-0.0695,0.8537098927831923
3.375E-4,-0.0685,0.8411184311774169
3.375E-4,-0.0675,0.8274723742763104
3.375E-4,-0.0665,0.8123054201517517
3.375E-4,-0.0655,0.7953886773270682
3.375E-4,-0.0645,0.7770952963138723
3.375E-4,-0.0635,0.7561867072860637
3.375E-4,-0.0625,0.7334623725567341
3.375E-4,-0.0615,0.7087348251548587
3.375E-4,-0.0605,0.680858849022395
3.375E-4,-0.0595,0.6510143563391534
3.375E-4,-0.058499999999999996,0.6184023317913152
3.375E-4,-0.057499999999999996,0.5831786877645202
3.375E-4,-0.056499999999999995,0.5460920191701764
3.375E-4,-0.055499999999999994,0.5062210060209285
3.375E-4,-0.05449999999999999,0.46507414373810385
3.375E-4,-0.05349999999999999,0.42280967732979624
3.375E-4,-0.05249999999999999,0.3799829763203382
3.375E-4,-0.051500000000000004,0.3375763759943682
3.375E-4,-0.05049999999999999,0.29607802259461424
3.375E-4,-0.0495,0.2568032288575457
3.375E-4,-0.04849999999999999,0.21935240436556835
3.375E-4,-0.0475,0.1858595779885226
3.375E-4,-0.046499999999999986,0.1554117266989321
3.375E-4,-0.0455,0.1279215922746506
3.375E-4,-0.044499999999999984,0.1051430779602689
3.375E-4,-0.043500000000000004,0.08499459084001848
3.375E-4,-0.0425,0.06818608082833721
3.375E-4,-0.0415,0.05439000380955128
3.375E-4,-0.0405,0.04254784938844769
3.375E-4,-0.0395,0.033520984058924785
3.375E-4,-0.0385,0.025964851022541424
3.375E-4,-0.0375,0.019742695047708647
3.375E-4,-0.0365,0.01511977368414441
3.375E-4,-0.0355,0.011239951810043891
3.375E-4,-0.034499999999999996,0.008228286885013203
3.375E-4,-0.033499999999999995,0.005876339037693912
3.375E-4,-0.032499999999999994,0.003937712197143339
3.375E-4,-0.03149999999999999,0.002530509148372717
3.375E-4,-0.030500000000000013,0.0013802364266028988
3.375E-4,-0.0295,4.5519697991491803E-4
3.375E-4,-0.02850000000000001,-2.1393528401802975E-4
3.375E-4,-0.027499999999999997,-7.688742078530986E-4
3.375E-4,-0.02650000000000001,-0.0011936713486606632
3.375E-4,-0.025499999999999995,-0.001521929912109199
3.375E-4,-0.0245,-0.0017908832480078019
3.375E-4,-0.023499999999999993,-0.0019850935215519616
3.375E-4,-0.0225,-0.002143292492045701
3.375E-4,-0.02149999999999999,-0.0022706396385543393
3.375E-4,-0.020499999999999997,-0.0023627636185805656
3.375E-4,-0.01949999999999999,-0.0024393704543577144
3.375E-4,-0.018499999999999996,-0.0024983593616361155
3.375E-4,-0.017499999999999995,-0.0025440733101804724
3.375E-4,-0.016499999999999994,-0.0025817888074759487
3.375E-4,-0.015499999999999993,-0.002609495701709985
3.375E-4,-0.014499999999999992,-0.0026321086868523746
3.375E-4,-0.013499999999999991,-0.002650580586447626
3.375E-4,-0.01249999999999999,-0.002664168072955775
3.375E-4,-0.01149999999999999,-0.0026755845409609513
3.375E-4,-0.010499999999999989,-0.0026845568730640146
3.375E-4,-0.009499999999999988,-0.002691608144304025
3.375E-4,-0.008499999999999987,-0.002697500003289832
3.375E-4,-0.007499999999999986,-0.0027018761619244103
3.375E-4,-0.006499999999999985,-0.002705466522241906
3.375E-4,-0.005500000000000005,-0.002708387149685798
3.375E-4,-0.00449999999999999,-0.0027104659939212183
3.375E-4,-0.003500000000000003,-0.0027121316951628227
3.375E-4,-0.0024999999999999883,-0.002713318687592281
3.375E-4,-0.0015000000000000013,-0.0027140403382497347
3.375E-4,-4.999999999999866E-4,-0.0027144645560519542
3.375E-4,4.999999999999935E-4,-0.0027144238609959626
3.375E-4,0.0014999999999999944,-0.002714038934014118
3.375E-4,0.0024999999999999953,-0.002713348466644394
3.375E-4,0.003499999999999996,-0.002712108054912843
3.375E-4,0.004499999999999997,-0.0027104701039559753
3.375E-4,0.005499999999999998,-0.0027083313487266114
3.375E-4,0.006499999999999999,-0.0027054389991150174
3.375E-4,0.0075,-0.0027019740674192327
3.375E-4,0.0085,-0.002697356658428074
3.375E-4,0.009500000000000001,-0.0026915937260465483
3.375E-4,0.010500000000000002,-0.002684730985549555
3.375E-4,0.011500000000000003,-0.0026754789295067027
3.375E-4,0.012500000000000004,-0.0026642112910950644
3.375E-4,0.013500000000000005,-0.0026503636603936176
3.375E-4,0.014500000000000006,-0.002631958533504619
3.375E-4,0.015500000000000007,-0.0026100808421041233
3.375E-4,0.016500000000000008,-0.002580925852019078
3.375E-4,0.01750000000000001,-0.0025439649587464253
3.375E-4,0.01850000000000001,-0.002499641022888577
3.375E-4,0.01950000000000001,-0.0024386495386248264
3.375E-4,0.02050000000000001,-0.002363345930588956
3.375E-4,0.02150000000000002,-0.0022692251671272423
3.375E-4,0.02250000000000002,-0.0021427763637713593
3.375E-4,0.02350000000000002,-0.001990883790893072
3.375E-4,0.024500000000000022,-0.0017853008419317362
3.375E-4,0.025499999999999995,-0.001522429551859883
3.375E-4,0.026499999999999996,-0.0012044265850739144
3.375E-4,0.027499999999999997,-7.646585427196761E-4
3.375E-4,0.028499999999999998,-2.1814705518696798E-4
3.375E-4,0.029500000000000012,4.6398679347747773E-4
3.375E-4,0.030500000000000013,0.001384429752368188
3.375E-4,0.031500000000000014,0.002492805005469556
3.375E-4,0.032500000000000015,0.00397682002099331
3.375E-4,0.033500000000000016,0.005875690760792196
3.375E-4,0.03450000000000002,0.008154425342499994
3.375E-4,0.03550000000000002,0.011267062760661029
3.375E-4,0.03650000000000002,0.015101731842032784
3.375E-4,0.03750000000000002,0.019799266683420358
3.375E-4,0.03850000000000002,0.025998145188595778
3.375E-4,0.03950000000000002,0.033319777687415786
3.375E-4,0.04050000000000002,0.0427747161520029
3.375E-4,0.04150000000000002,0.05439106584887532
3.375E-4,0.042500000000000024,0.06787875578010549
3.375E-4,0.043500000000000025,0.08510150851484644
3.375E-4,0.044500000000000026,0.10506393226469646
3.375E-4,0.04550000000000003,0.12793418495298914
3.375E-4,0.04650000000000003,0.15546141800788071
3.375E-4,0.04750000000000003,0.1857088383425356
3.375E-4,0.04850000000000003,0.21971670221208361
3.375E-4,0.04950000000000003,0.2567805158386198
3.375E-4,0.0505,0.29592270264317677
3.375E-4,0.051500000000000004,0.3376020810416429
3.375E-4,0.052500000000000005,0.37995903063856196
3.375E-4,0.053500000000000006,0.42282484919362107
3.375E-4,0.05450000000000001,0.46504124641130096
3.375E-4,0.05550000000000001,0.5064492124538641
3.375E-4,0.05650000000000001,0.5458593871488013
3.375E-4,0.05750000000000001,0.5831843964131975
3.375E-4,0.05850000000000001,0.6187047051583281
3.375E-4,0.05950000000000001,0.6508687239095529
3.375E-4,0.06050000000000001,0.6809525916246176
3.375E-4,0.06150000000000001,0.7087237317699965
3.375E-4,0.06250000000000001,0.7334002184406374
3.375E-4,0.06350000000000001,0.7563498465469595
3.375E-4,0.06450000000000002,0.7768410015561087
3.375E-4,0.06550000000000002,0.795412527595293
3.375E-4,0.06650000000000002,0.8125062372837675
3.375E-4,0.06750000000000002,0.8274242353594383
3.375E-4,0.06850000000000002,0.841173002134099
3.375E-4,0.06950000000000002,0.8536031490778172
3.375E-4,0.07050000000000002,0.864685415647327
3.375E-4,0.07150000000000002,0.8749815018628827
3.375E-4,0.07250000000000002,0.8839828127234604
3.375E-4,0.07350000000000002,0.8923397997186557
3.375E-4,0.07450000000000002,0.8998634291606433
3.375E-4,0.0755,0.9067404086283221
3.375E-4,0.0765,0.9129960594183448
3.375E-4,0.0775,0.9187116374567977
3.375E-4,0.0785,0.9239317477030746
3.375E-4,0.0795,0.9287169599156707
3.375E-4,0.0805,0.9331003681707992
3.375E-4,0.0815,0.9371332029903275
3.375E-4,0.0825,0.9408377845521402
3.375E-4,0.0835,0.9442592094561009
3.375E-4,0.0845,0.9474104041201958
3.375E-4,0.0855,0.9503319145868137
3.375E-4,0.08650000000000001,0.9530288892023201
3.375E-4,0.08750000000000001,0.955540407150144
3.375E-4,0.08850000000000001,0.9578624619267883
3.375E-4,0.08950000000000001,0.9600322114179047
3.375E-4,0.09050000000000001,0.9620452254679553
3.375E-4,0.09150000000000001,0.9639258157870558
3.375E-4,0.09250000000000001,0.9656844125633831
3.375E-4,0.09350000000000001,0.9673290036914715
3.375E-4,0.09450000000000001,0.9688706192083609
3.375E-4,0.09550000000000002,0.970311563576578
3.375E-4,0.09650000000000002,0.971682659018828
3.375E-4,0.09750000000000002,-0.006425695373686171
3.375E-4,0.09850000000000002,-5.101164808537969E-4
3.375E-4,0.09950000000000002,-1.1783315887620337E-5
5.625000000000001E-4,-0.0995,-1.1783185968560821E-5
5.625000000000001E-4,-0.0985,-5.10114886163638E-4
5.625000000000001E-4,-0.0975,-0.006425591934406129
5.625000000000001E-4,-0.0965,0.9716829800710254
5.625000000000001E-4,-0.0955,0.9703236370909972
5.625000000000001E-4,-0.0945,0.9688837556240414
5.625000000000001E-4,-0.0935,0.9673418529797686
5.625000000000001E-4,-0.0925,0.965697072421628
5.625000000000001E-4,-0.0915,0.9639416335860023
5.625000000000001E-4,-0.0905,0.9620595999692164
5.625000000000001E-4,-0.0895,0.9600453540075969
5.625000000000001E-4,-0.0885,0.957880616127057
5.625000000000001E-4,-0.0875,0.9555559872804509
5.625000000000001E-4,-0.0865,0.9530512971215347
5.625000000000001E-4,-0.08549999999999999,0.950352347503961
5.625000000000001E-4,-0.08449999999999999,0.9474367643935439
5.625000000000001E-4,-0.08349999999999999,0.9442842184544729
5.625000000000001E-4,-0.08249999999999999,0.9408693291452916
5.625000000000001E-4,-0.08149999999999999,0.9371636310876708
5.625000000000001E-4,-0.08049999999999999,0.9331383313018662
5.625000000000001E-4,-0.07949999999999999,0.9287543215380586
5.625000000000001E-4,-0.07849999999999999,0.9239781500922161
5.625000000000001E-4,-0.07749999999999999,0.918757611531972
5.625000000000001E-4,-0.07650000000000001,0.9130518702458256
5.625000000000001E-4,-0.0755,0.9067971841854126
5.625000000000001E-4,-0.07450000000000001,0.8999327286417544
5.625000000000001E-4,-0.0735,0.8924007588913482
5.625000000000001E-4,-0.07250000000000001,0.8840741402746393
5.625000000000001E-4,-0.07150000000000001,0.874980378048238
5.625000000000001E-4,-0.07050000000000001,0.8647757448072282
5.625000000000001E-4,-0.0695,0.8537840336029592
5.625000000000001E-4,-0.0685,0.8412226870421662
5.625000000000001E-4,-0.0675,0.8277320342771308
5.625000000000001E-4,-0.0665,0.8124637662799863
5.625000000000001E-4,-0.0655,0.7955530971623248
5.625000000000001E-4,-0.0645,0.777216866664519
5.625000000000001E-4,-0.0635,0.7563820772586501
5.625000000000001E-4,-0.0625,0.733710436308493
5.625000000000001E-4,-0.0615,0.7089005181756338
5.625000000000001E-4,-0.0605,0.68109008411031
5.625000000000001E-4,-0.0595,0.6514049319427873
5.625000000000001E-4,-0.058499999999999996,0.6186782312306269
5.625000000000001E-4,-0.057499999999999996,0.583398327792525
5.625000000000001E-4,-0.056499999999999995,0.5462184547585812
5.625000000000001E-4,-0.055499999999999994,0.5063974880477631
5.625000000000001E-4,-0.05449999999999999,0.46517477174325483
5.625000000000001E-4,-0.05349999999999999,0.4228470017760355
5.625000000000001E-4,-0.05249999999999999,0.3799673891943839
5.625000000000001E-4,-0.051500000000000004,0.33735700848760763
5.625000000000001E-4,-0.05049999999999999,0.29592980618573494
5.625000000000001E-4,-0.0495,0.2565737784591986
5.625000000000001E-4,-0.04849999999999999,0.21914664398018813
5.625000000000001E-4,-0.0475,0.1855575947249557
5.625000000000001E-4,-0.046499999999999986,0.15505092780823526
5.625000000000001E-4,-0.0455,0.12769059724841791
5.625000000000001E-4,-0.044499999999999984,0.10484484996941923
5.625000000000001E-4,-0.043500000000000004,0.08448251491670855
5.625000000000001E-4,-0.0425,0.06773742929611637
5.625000000000001E-4,-0.0415,0.05415805624276848
5.625000000000001E-4,-0.0405,0.04241911997562875
5.625000000000001E-4,-0.0395,0.033333566201921405
5.625000000000001E-4,-0.0385,0.025823687234391657
5.625000000000001E-4,-0.0375,0.01966339779118753
5.625000000000001E-4,-0.0365,0.015031389927019134
5.625000000000001E-4,-0.0355,0.011116224334020042
5.625000000000001E-4,-0.034499999999999996,0.008120919341530808
5.625000000000001E-4,-0.033499999999999995,0.005832263838785323
5.625000000000001E-4,-0.032499999999999994,0.003911218289095242
5.625000000000001E-4,-0.03149999999999999,0.0024982761744520854
5.625000000000001E-4,-0.030500000000000013,0.0013575320934808843
5.625000000000001E-4,-0.0295,4.423797704389276E-4
5.625000000000001E-4,-0.02850000000000001,-2.276556232438942E-4
5.625000000000001E-4,-0.027499999999999997,-7.872288203070177E-4
5.625000000000001E-4,-0.02650000000000001,-0.0012093083928761406
5.625000000000001E-4,-0.025499999999999995,-0.0015282271355800958
5.625000000000001E-4,-0.0245,-0.001794670734243109
5.625000000000001E-4,-0.023499999999999993,-0.0019896434892323622
5.625000000000001E-4,-0.0225,-0.002146415666310908
5.625000000000001E-4,-0.02149999999999999,-0.002272342943604899
5.625000000000001E-4,-0.020499999999999997,-0.002364681061112206
5.625000000000001E-4,-0.01949999999999999,-0.0024418973747244443
5.625000000000001E-4,-0.018499999999999996,-0.002500364700950275
5.625000000000001E-4,-0.017499999999999995,-0.002545001028393834
5.625000000000001E-4,-0.016499999999999994,-0.0025822733798679387
5.625000000000001E-4,-0.015499999999999993,-0.002610183545353806
5.625000000000001E-4,-0.014499999999999992,-0.002632553738718846
5.625000000000001E-4,-0.013499999999999991,-0.0026508037226027348
5.625000000000001E-4,-0.01249999999999999,-0.00266443233559599
5.625000000000001E-4,-0.01149999999999999,-0.002675816735042913
5.625000000000001E-4,-0.010499999999999989,-0.0026848505026486613
5.625000000000001E-4,-0.009499999999999988,-0.0026917333155220824
5.625000000000001E-4,-0.008499999999999987,-0.002697579634666658
5.625000000000001E-4,-0.007499999999999986,-0.002701974290541642
5.625000000000001E-4,-0.006499999999999985,-0.0027055379535245727
5.625000000000001E-4,-0.005500000000000005,-0.002708424991999081
